society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
central park resorts,15.0,sector 48,22388.0,5,6,3+,17.0,Relatively New,G69746434,flat,7444.0,1,1,0,1,0,2,45,"28.4177° N, 77.0359° E",28.4177,77.0359
bestech park view residency,1.02,sector 2,7208.0,2,2,3,11.0,Moderately Old,Y70071924,flat,1281.0,0,0,0,0,0,0,92,"28.5095° N, 77.0320° E",28.5095,77.032
shapoorji pallonji joyville gurugram,1.75,sector 102,15514.0,3,3,3+,1.0,Relatively New,M69179478,flat,1465.0,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
piedmont taksila heights,1.0,sector 37c,6506.0,3,3,3+,8.0,Relatively New,E68414772,flat,1708.0,0,0,0,0,0,1,49,"28.4515° N, 76.9882° E",28.4515,76.9882
supertech araville,0.8,sector 79,6178.0,2,2,3+,9.0,New Property,J35698061,flat,1172.0,0,0,0,0,1,0,24,"28.3624° N, 76.9787° E",28.3624,76.9787
godrej air,1.75,sector 85,9589.0,3,3,2,27.0,Relatively New,X69040728,flat,1825.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
supertech araville,0.95,sector 79,6209.0,2,2,3,7.0,New Property,U68944572,flat,1385.0,1,0,0,0,0,0,49,"28.3624° N, 76.9787° E",28.3624,76.9787
independent,2.2,sector 46,24202.0,3,3,2,3.0,Old Property,W69471658,house,909.0,0,0,1,0,0,1,56,"28.4374° N, 77.0586° E",28.4374,77.0586
smart world orchard,2.24,sector 61,14461.0,3,3,2,3.0,New Property,C66720652,flat,1402.0,0,0,0,0,1,0,61,"28.4050° N, 77.0963° E",28.405,77.0963
mapsko royale ville,1.15,sector 82,6425.0,3,4,2,15.0,Relatively New,F69689494,flat,1620.0,0,1,0,1,0,1,104,"28.3935° N, 76.9600° E",28.3935,76.96
grover homes sec 4,4.75,sector 4,9374.0,5,5,1,1.0,Old Property,S69710120,house,5067.0,1,1,0,1,0,1,35,"28.4738° N, 77.0107° E",28.4738,77.0107
bestech park view grand spa,2.4,sector 81,9023.0,3,4,3+,8.0,New Property,T69329376,flat,2407.0,1,1,0,0,0,1,167,"28.3867° N, 76.9485° E",28.3867,76.9485
m3m merlin,3.4,sector 67,14419.0,3,4,3,16.0,Relatively New,F69941624,flat,2016.0,0,1,0,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
tarc maceo,1.5,sector 91,6466.0,3,4,3+,3.0,Relatively New,Q69871530,flat,1786.0,1,1,0,0,0,0,112,"28.4014° N, 76.9225° E",28.4014,76.9225
independent,4.25,sector 31,26235.0,5,5,3+,3.0,Moderately Old,Z70088924,house,1620.0,0,0,1,1,0,1,56,"28.4528° N, 77.0498° E",28.4528,77.0498
ireo the corridors,1.8,sector 67a,14658.0,3,3,3,6.0,New Property,S69295820,flat,1551.0,0,1,1,0,0,1,150,"28.3960° N, 77.0372° E",28.396,77.0372
ss the leaf,1.1,sector 85,12472.0,2,2,3,12.0,Relatively New,F69747972,flat,1173.0,1,0,0,0,0,0,75,"28.4042° N, 76.9513° E",28.4042,76.9513
bestech park view grand spa,4.2,sector 81,10000.0,4,4,3+,25.0,Relatively New,T69214818,flat,3512.0,0,1,0,0,0,1,90,"28.3867° N, 76.9485° E",28.3867,76.9485
vatika city,1.98,sector 49,9074.0,3,4,3,9.0,Moderately Old,K69946762,flat,1750.75,0,1,0,0,0,1,101,"28.4121° N, 77.0480° E",28.4121,77.048
signature the roselia,0.41,sector 95,6193.0,2,2,2,12.0,New Property,W68753936,flat,670.0,1,0,0,0,0,1,90,"28.4172° N, 76.9081° E",28.4172,76.9081
indiabulls centrum park,3.25,sector 103,8125.0,4,3,3+,20.0,Under Construction,I68315640,house,4000.0,0,0,0,0,0,0,51,"28.4949° N, 76.9845° E",28.4949,76.9845
dlf the skycourt,1.59,sector 86,8243.0,3,3,3,17.0,Relatively New,H69904258,flat,1700.0,0,0,0,0,1,1,165,"28.3986° N, 76.9384° E",28.3986,76.9384
ild greens,1.05,sector 37c,7500.0,3,3,3,4.0,New Property,G59853278,flat,1500.0,0,0,0,0,0,1,5,"28.4515° N, 76.9882° E",28.4515,76.9882
godrej summit,0.98,sector 104,5950.0,3,3,3,12.0,Relatively New,K50040356,flat,1490.0,0,0,0,0,1,0,79,"28.4788° N, 76.9960° E",28.4788,76.996
vatika signature villas,5.0,sector 82,15432.0,4,4,3+,3.0,Relatively New,U68448652,house,3240.0,0,1,1,1,0,0,24,"28.3935° N, 76.9600° E",28.3935,76.96
experion windchants,3.1,sector 112,20667.0,2,2,3,9.0,Relatively New,F70095128,flat,1500.0,1,1,1,0,0,1,80,"28.5189° N, 77.0183° E",28.5189,77.0183
pgr shree kripaluji apartment,1.4,sector 52,6087.0,3,3,3+,8.0,Relatively New,M69732980,flat,2556.0,0,0,0,0,0,1,80,"28.4379° N, 77.0785° E",28.4379,77.0785
vatika boulevard residences and heights,1.42,sector 83,8000.0,3,3,2,2.0,Relatively New,Z68231242,flat,1972.0,0,0,0,0,0,1,113,"28.3986° N, 76.9647° E",28.3986,76.9647
conscient heritage max,2.0,sector 102,9307.0,3,4,3+,13.0,Relatively New,O69713570,flat,1900.0,1,1,0,0,0,1,174,"28.4750° N, 76.9715° E",28.475,76.9715
signature global solera,0.36,sector 107,6569.0,2,2,1,9.0,Relatively New,D60290914,flat,496.0,0,0,0,0,0,0,28,"28.5052° N, 76.9729° E",28.5052,76.9729
tulip monsella,8.25,sector 53,28004.0,3,4,3,8.0,Under Construction,F68216448,flat,2661.0,0,1,0,0,0,2,35,"28.4433° N, 77.0948° E",28.4433,77.0948
adani brahma samsara,18.02,sector 60,28200.0,9,12,3+,3.0,Relatively New,Y67109428,house,6390.0,0,1,0,0,0,1,146,"28.4003° N, 77.0975° E",28.4003,77.0975
"m m residency, krishna colony, gurgaon",0.54,sector 7,5889.0,2,2,1,3.0,Relatively New,O66013964,flat,1000.0,0,0,0,0,0,0,70,"28.4644° N, 77.0143° E",28.4644,77.0143
independent,3.9,sector 38,21242.0,6,6,3+,3.0,Moderately Old,O68291220,house,1836.0,1,1,0,1,0,0,32,"28.4347° N, 77.0430° E",28.4347,77.043
dlf new town heights,1.2,sector 90,6218.0,3,3,3+,15.0,Relatively New,O69250754,flat,1747.0,0,0,0,0,0,0,37,"28.4085° N, 76.9369° E",28.4085,76.9369
sobha smriti apartments,0.5,sector 56,8333.0,1,1,2,3.0,Old Property,E68021668,flat,667.0,0,0,0,0,0,0,0,"28.4245° N, 77.0991° E",28.4245,77.0991
ats tourmaline,1.4,sector 109,8000.0,3,3,3+,8.0,Relatively New,R65958512,flat,1466.0,0,0,1,0,0,0,119,"28.5073° N, 77.0089° E",28.5073,77.0089
navjyoti apartment,2.1,sector 38,11939.0,4,4,3+,10.0,Old Property,E68316796,flat,1954.0,0,0,0,0,0,2,22,"28.4347° N, 77.0430° E",28.4347,77.043
antriksh heights,0.9,sector 84,4444.0,3,3,3,18.0,Relatively New,F69973180,flat,1833.0,0,1,0,1,0,0,59,"28.3979° N, 76.9736° E",28.3979,76.9736
mahindra aura,1.4,sector 110,9655.0,3,3,3,10.0,Relatively New,B69710156,flat,1550.0,0,0,0,0,0,1,142,"28.5145° N, 77.0197° E",28.5145,77.0197
dlf regal gardens,2.05,sector 90,8999.0,4,4,3+,5.0,Relatively New,K70171052,flat,2005.0,0,0,0,0,0,1,49,"28.4085° N, 76.9369° E",28.4085,76.9369
tulip monsella,6.02,sector 53,20816.0,3,3,3,29.0,Under Construction,W69383634,flat,2892.0,0,0,0,0,0,0,68,"28.4433° N, 77.0948° E",28.4433,77.0948
row house,0.43,sector 105,9130.0,3,3,3,2.0,Relatively New,R12733325,house,1050.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
vipul tatvam villa,18.5,sector 48,26429.0,4,4,1,1.0,Moderately Old,O69199536,house,7000.0,0,0,0,0,0,0,30,"28.4177° N, 77.0359° E",28.4177,77.0359
la vida by tata housing,3.35,sector 113,12444.0,4,4,3+,11.0,Relatively New,K69821840,flat,2991.0,1,1,0,0,0,1,174,"28.5287° N, 77.0233° E",28.5287,77.0233
umang monsoon breeze,1.25,sector 78,5000.0,4,4,3,2.0,Relatively New,S28331353,flat,2300.0,0,1,0,1,1,0,57,"28.3733° N, 76.9729° E",28.3733,76.9729
m3m golfestate,6.15,sector 65,18331.0,3,4,2,20.0,Relatively New,L68803564,flat,3355.0,0,0,0,0,0,0,34,"28.4030° N, 77.0690° E",28.403,77.069
independent,3.5,sector 14,18088.0,6,4,2,2.0,Old Property,Z70090890,house,1935.0,0,0,0,0,1,1,27,"28.4711° N, 77.0454° E",28.4711,77.0454
parsvnath exotica,6.5,sector 53,19174.0,4,5,3+,10.0,Relatively New,I69204972,flat,3000.0,1,1,0,1,0,1,174,"28.4433° N, 77.0948° E",28.4433,77.0948
la vida by tata housing,1.93,sector 113,12223.0,3,3,2,8.0,Under Construction,M68912518,flat,1429.0,0,0,0,0,0,0,71,"28.5287° N, 77.0233° E",28.5287,77.0233
ss the leaf,1.11,sector 85,6852.0,2,2,3,8.0,Relatively New,U67564566,flat,1630.0,0,0,1,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
independent,0.95,sector 11,7308.0,5,3,0,1.0,Moderately Old,P69982938,house,1300.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
sare crescent parc,0.71,sector 92,4934.0,3,3,2,6.0,Relatively New,R70040812,flat,1596.0,0,0,0,0,0,0,37,"28.4079° N, 76.9153° E",28.4079,76.9153
dlf the ultima,3.45,sector 81,12357.0,4,4,3+,25.0,Moderately Old,Z68652142,flat,2527.0,0,1,0,0,0,0,67,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,1.85,sector 1,16003.0,4,3,2,3.0,Moderately Old,A67903828,house,1284.0,0,0,0,0,0,0,0,"28.3663° N, 76.9456° E",28.3663,76.9456
smart world gems,0.97,sector 89,8794.0,2,2,3+,2.0,New Property,Y69756678,flat,1103.0,0,0,0,0,0,0,49,"28.4253° N, 76.9439° E",28.4253,76.9439
signature global solera,0.6,sector 107,8000.0,3,2,2,8.0,Relatively New,D69442244,flat,750.0,0,0,0,0,0,0,55,"28.5052° N, 76.9729° E",28.5052,76.9729
vatika independent floors,1.16,sector 82,6988.0,3,3,3+,1.0,Relatively New,Z66364664,flat,1844.0,0,1,1,1,0,1,151,"28.3935° N, 76.9600° E",28.3935,76.96
unitech fresco,1.88,sector 50,10479.0,3,3,3+,14.0,Moderately Old,S69864700,flat,1790.0,0,0,0,0,1,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
vatika the seven lamps,0.85,sector 82,6538.0,2,2,2,0.0,Relatively New,H69845336,flat,1176.0,0,0,0,0,0,1,49,"28.3935° N, 76.9600° E",28.3935,76.96
independent,1.6,sector 21,11852.0,5,5,2,3.0,Relatively New,F69873462,house,120.0,0,0,0,0,0,0,0,"28.5134° N, 77.0723° E",28.5134,77.0723
independent,5.5,sector 46,23061.0,8,8,3+,3.0,Moderately Old,W70005554,house,2385.0,1,0,0,0,1,1,32,"28.4374° N, 77.0586° E",28.4374,77.0586
bptp terra,1.95,sector 37d,14444.0,4,3,3,7.0,Under Construction,A68475410,flat,1650.0,0,0,0,0,0,0,53,"28.4478° N, 76.9703° E",28.4478,76.9703
ansal heights,2.75,sector 92,9793.0,4,4,3+,3.0,Relatively New,A57226658,house,5000.0,1,0,0,1,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
ansal estella,1.5,sector 103,8671.0,3,3,3+,6.0,Under Construction,B55783602,flat,1741.0,0,0,0,0,0,0,58,"28.4949° N, 76.9845° E",28.4949,76.9845
signature global city,1.27,sector 37d,8089.0,3,3,3,4.0,Under Construction,O65646706,house,1570.0,0,0,0,1,0,0,89,"28.4478° N, 76.9703° E",28.4478,76.9703
m3m skywalk,1.5,sector 74,10714.0,2,2,1,8.0,New Property,R62630186,flat,1556.0,0,0,0,0,0,0,16,"28.4158° N, 77.0118° E",28.4158,77.0118
ss almeria,1.5,sector 84,7500.0,3,3,3,2.0,New Property,G24821069,flat,1849.0,0,1,0,0,0,0,108,"28.3979° N, 76.9736° E",28.3979,76.9736
shree vardhman victoria,1.65,sector 70,8462.0,3,4,3,1.0,Relatively New,X69647784,flat,1586.0,0,1,0,0,0,2,167,"28.3968° N, 77.0233° E",28.3968,77.0233
ansal maple crescent,1.35,sector 43,10037.0,3,3,3,2.0,Old Property,E69939552,flat,1320.0,0,0,0,0,1,1,93,"28.4629° N, 77.0772° E",28.4629,77.0772
godrej,2.0,sector 79,8475.0,3,4,3+,9.0,Relatively New,M69660446,flat,1963.0,0,1,0,0,0,0,108,"28.3624° N, 76.9787° E",28.3624,76.9787
imperia the esfera,1.4,sector 37c,5385.0,4,5,3,9.0,Relatively New,X70042654,flat,2343.0,1,1,0,1,1,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
tata primanti,4.0,sector 72,16032.0,4,5,3+,22.0,Relatively New,O69179880,flat,2701.0,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
vipul world,1.38,sector 48,9485.0,3,3,1,2.0,Relatively New,V70187274,flat,1611.0,0,0,0,0,0,0,60,"28.4177° N, 77.0359° E",28.4177,77.0359
independent,0.6,sector 9,10753.0,2,2,1,1.0,Moderately Old,X68581854,house,558.0,0,0,0,0,0,0,8,"28.4603° N, 77.0000° E",28.4603,77.0
shree vardhman flora,0.65,sector 90,5000.0,2,2,2,12.0,Old Property,B68311072,flat,1176.0,1,0,0,0,0,0,103,"28.4085° N, 76.9369° E",28.4085,76.9369
emaar mgf palm studios,1.7,sector 66,13503.0,2,2,2,7.0,Relatively New,P63608586,flat,1072.0,0,0,0,0,1,0,99,"28.3925° N, 77.0541° E",28.3925,77.0541
tulip violet,1.43,sector 69,8888.0,3,3,2,1.0,Relatively New,R69568362,flat,1305.0,0,0,0,1,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
vatika gurgaon,0.84,sector 83,6747.0,2,2,2,7.0,Moderately Old,D70152358,flat,1127.0,0,0,0,0,0,1,157,"28.3986° N, 76.9647° E",28.3986,76.9647
experion windchants,2.6,sector 112,10651.0,2,2,3,8.0,Relatively New,N68670284,flat,2441.0,0,0,0,0,0,0,168,"28.5189° N, 77.0183° E",28.5189,77.0183
tulip violet,1.36,sector 69,8843.0,3,3,1,12.0,Relatively New,R69429988,flat,1392.0,0,0,0,1,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
dlf express greens,1.6,manesar,6809.0,4,6,3+,4.0,Relatively New,Z69885678,flat,2611.0,1,1,0,1,0,0,49,"28.3515° N, 76.9428° E",28.3515,76.9428
independent,1.15,sector 2,19360.0,3,3,2,2.0,Old Property,N68666630,house,594.0,0,0,0,0,0,1,32,"28.5095° N, 77.0320° E",28.5095,77.032
m3m woodshire,1.3,sector 107,8922.0,3,3,3+,4.0,Relatively New,B67389294,flat,1554.0,0,0,0,1,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
ats marigold,1.85,sector 89,8605.0,3,3,3+,12.0,New Property,W69990716,flat,1946.0,0,1,0,0,0,0,37,"28.4253° N, 76.9439° E",28.4253,76.9439
gls avenue 51,0.45,sector 92,7614.0,2,2,1,10.0,New Property,M62215626,flat,646.0,1,0,0,0,0,1,20,"28.4079° N, 76.9153° E",28.4079,76.9153
signature andour heights,0.55,sector 71,8607.0,2,2,1,7.0,Relatively New,Y68524014,flat,600.0,0,0,0,0,0,1,24,"28.4104° N, 77.0281° E",28.4104,77.0281
independent,4.99,sector 2,18887.0,4,4,3+,3.0,Moderately Old,W56236972,house,2642.0,0,1,1,1,0,0,43,"28.5095° N, 77.0320° E",28.5095,77.032
m3m woodshire,0.9,sector 107,5867.0,2,2,3,8.0,Relatively New,C57468912,flat,1281.0,1,0,0,0,0,1,74,"28.5052° N, 76.9729° E",28.5052,76.9729
unitech uniworld resorts,8.5,sector 33,17820.0,5,5,3+,3.0,New Property,C61422072,house,4770.0,1,1,1,1,0,1,145,"28.4420° N, 77.0207° E",28.442,77.0207
tulip violet,1.2,sector 69,10909.0,2,3,0,0.0,Relatively New,W69926632,flat,1100.0,0,0,0,0,0,0,54,"28.3966° N, 77.0341° E",28.3966,77.0341
ansal api celebrity suites,0.6,sector 2,8163.0,1,1,1,5.0,Moderately Old,A69939188,flat,665.0,0,0,0,0,0,1,67,"28.5095° N, 77.0320° E",28.5095,77.032
bptp terra,1.49,sector 37d,8107.0,3,3,3,20.0,Relatively New,H70022084,flat,1707.0,0,0,0,0,1,0,49,"28.4478° N, 76.9703° E",28.4478,76.9703
central park flower valley aqua front towers,2.96,sector 33,13871.0,4,4,3,1.0,New Property,V69898786,flat,2371.0,0,1,0,0,0,1,24,"28.4420° N, 77.0207° E",28.442,77.0207
dlf regal gardens,1.25,sector 90,7340.0,3,3,3,28.0,Moderately Old,O68651740,flat,1541.0,0,1,0,0,0,0,38,"28.4085° N, 76.9369° E",28.4085,76.9369
raheja vedaanta,0.7,sector 108,4651.0,2,2,2,12.0,Relatively New,K70056622,flat,1505.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
international city by sobha phase 2,7.0,sector 109,11240.0,5,5,3+,2.0,Relatively New,E70108668,house,6228.0,0,1,0,0,0,0,129,"28.5073° N, 77.0089° E",28.5073,77.0089
shree vardhman victoria,1.62,sector 70,13953.0,3,3,3,9.0,Relatively New,P66281908,flat,1527.0,0,1,0,0,0,0,96,"28.3968° N, 77.0233° E",28.3968,77.0233
dlf regal gardens,1.3,sector 90,7151.0,3,3,3+,7.0,Relatively New,L69622936,flat,1700.0,0,0,0,0,0,0,141,"28.4085° N, 76.9369° E",28.4085,76.9369
independent,3.49,sector 57,20197.0,4,4,2,3.0,Moderately Old,L69405836,house,1728.0,1,1,0,1,0,1,49,"28.4232° N, 77.0752° E",28.4232,77.0752
ats tourmaline,2.3,sector 109,8897.0,3,4,3+,10.0,New Property,C62418100,flat,2339.0,0,1,0,0,1,0,74,"28.5073° N, 77.0089° E",28.5073,77.0089
dlf regal gardens,1.29,sector 90,9021.0,3,3,3,7.0,Relatively New,F66607568,flat,1540.0,1,0,0,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
paras dews,0.88,sector 106,6354.0,2,2,3+,3.0,Relatively New,U69428786,flat,1120.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
pareena coban residences,1.08,sector 99a,6626.0,3,5,3,2.0,Relatively New,Q69102728,flat,1750.0,0,1,0,0,1,0,49,"28.4561° N, 76.9542° E",28.4561,76.9542
smriti apartment,0.6,sector 56,10000.0,1,1,1,2.0,Moderately Old,H66621976,flat,543.0,0,0,0,0,0,0,49,"28.4245° N, 77.0991° E",28.4245,77.0991
dlf the ultima,2.4,sector 81,11412.0,3,3,3+,12.0,Relatively New,Q70145884,flat,1650.0,0,1,0,0,0,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
bestech park view spa next,2.85,sector 67,12128.0,4,4,3+,5.0,Moderately Old,N69768328,flat,2127.0,0,1,0,1,0,1,149,"28.3859° N, 77.0608° E",28.3859,77.0608
m3m woodshire,0.75,sector 107,5490.0,2,2,3+,14.0,Relatively New,Q69544690,flat,1201.0,0,0,0,1,0,0,174,"28.5052° N, 76.9729° E",28.5052,76.9729
elevate,6.75,sector 50,19882.0,4,4,0,10.0,Moderately Old,H69856042,flat,3395.0,0,0,0,0,0,0,0,"28.4178° N, 77.0628° E",28.4178,77.0628
adani aangan arcade,0.5,sector 89,7764.0,2,2,1,4.0,Relatively New,A65942232,flat,672.0,0,0,0,0,0,2,69,"28.4253° N, 76.9439° E",28.4253,76.9439
independent,2.25,sector 46,2723.0,4,3,3,3.0,Relatively New,E69847672,house,90.0,1,0,0,0,0,1,35,"28.4374° N, 77.0586° E",28.4374,77.0586
tulip violet,1.4,sector 69,9103.0,3,3,1,12.0,Relatively New,X69653224,flat,1392.0,0,0,0,0,0,1,157,"28.3966° N, 77.0341° E",28.3966,77.0341
emaar mgf emerald floors premier,2.9,sector 65,14684.0,4,4,3+,4.0,Relatively New,J66252998,flat,1975.0,1,1,0,0,0,1,152,"28.4030° N, 77.0690° E",28.403,77.069
ganpati heights apartment,1.25,sector 13,12077.0,3,6,2,3.0,Old Property,B68707994,house,115.0,0,0,0,0,1,0,7,"28.4757° N, 77.0392° E",28.4757,77.0392
adani aangan arcade,0.45,sector 88a,7188.0,2,2,1,8.0,New Property,S68791370,flat,695.0,0,0,0,0,0,0,14,"28.4347° N, 76.9557° E",28.4347,76.9557
independent,2.25,sector 13,6944.0,10,10,2,1.0,Old Property,S69886526,house,400.0,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
umang winter hills,1.0,sector 77,7502.0,2,2,2,3.0,New Property,W61214098,flat,1489.0,0,0,0,0,0,0,74,"28.3801° N, 76.9845° E",28.3801,76.9845
vatika lifestyle homes,1.15,sector 83,6553.0,3,2,3,15.0,Relatively New,F70184408,flat,1588.0,0,0,0,0,0,0,37,"28.3986° N, 76.9647° E",28.3986,76.9647
unitech the palms,2.75,sector 41,16768.0,3,3,2,14.0,Old Property,D66576720,flat,1640.0,0,0,0,0,0,2,79,"28.4557° N, 77.0632° E",28.4557,77.0632
emaar mgf palm terraces select,3.4,sector 66,14108.0,4,4,3+,2.0,Relatively New,V69130074,flat,2210.0,0,1,0,0,0,1,157,"28.3925° N, 77.0541° E",28.3925,77.0541
shree krishna homes,0.48,sector 104,5556.0,2,2,1,1.0,New Property,T48235335,house,795.0,1,0,0,1,1,0,44,"28.4788° N, 76.9960° E",28.4788,76.996
sobha city,2.9,sector 108,14478.0,3,4,2,8.0,New Property,J60869654,flat,2003.0,0,0,0,0,0,0,109,"28.5134° N, 76.9830° E",28.5134,76.983
rwa sector 46,3.5,sector 46,21605.0,4,4,2,2.0,Relatively New,A70159984,house,1620.0,0,0,0,1,0,1,30,"28.4374° N, 77.0586° E",28.4374,77.0586
unitech espace,9.8,sector 50,30247.0,4,4,3,2.0,Moderately Old,O70388968,house,3240.0,0,1,0,0,0,0,22,"28.4178° N, 77.0628° E",28.4178,77.0628
prime habitat,0.26,sector 99a,4745.0,2,2,1,6.0,Relatively New,K69324896,flat,611.0,0,0,0,0,1,0,79,"28.4561° N, 76.9542° E",28.4561,76.9542
nitin vihar,0.85,sector 33,9444.0,3,2,0,1.0,Relatively New,J65398898,house,900.0,0,0,0,0,0,0,15,"28.4420° N, 77.0207° E",28.442,77.0207
independent,0.9,sector 7,10000.0,2,4,3,3.0,Old Property,S70077862,house,900.0,0,1,0,0,1,1,44,"28.4644° N, 77.0143° E",28.4644,77.0143
emaar mgf marbella,8.8,sector 66,41608.0,4,4,3+,3.0,Relatively New,T68077742,house,2115.0,0,1,1,1,0,0,107,"28.3925° N, 77.0541° E",28.3925,77.0541
ss the leaf,1.18,sector 85,10727.0,2,2,3,9.0,Relatively New,H69399868,flat,1700.0,1,0,0,0,0,1,150,"28.4042° N, 76.9513° E",28.4042,76.9513
signature global city 92,0.78,sector 92,8050.0,2,2,2,2.0,New Property,G69505944,flat,1083.0,0,0,0,0,0,1,47,"28.4079° N, 76.9153° E",28.4079,76.9153
adani m2k oyster grande,1.8,sector 102,9529.0,3,4,3,17.0,Relatively New,K69846430,flat,1710.0,0,1,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
shree vardhman flora,0.9,sector 90,4615.0,3,4,3,4.0,Relatively New,E69230140,flat,1765.0,0,1,0,0,0,0,165,"28.4085° N, 76.9369° E",28.4085,76.9369
international city by sobha phase 1,12.0,sector 109,20000.0,5,6,3,2.0,Relatively New,T69969484,house,7000.0,1,1,0,0,0,1,154,"28.5073° N, 77.0089° E",28.5073,77.0089
puri diplomatic greens,3.5,sector 111,11864.0,4,5,3+,10.0,Relatively New,A70193390,flat,2700.0,0,1,0,0,0,1,49,"28.5238° N, 77.0320° E",28.5238,77.032
bestech park view city,2.7,sector 49,12506.0,3,4,3+,6.0,Moderately Old,L68665896,flat,2159.0,0,0,0,0,0,0,0,"28.4121° N, 77.0480° E",28.4121,77.048
tulip violet,1.7,sector 69,8445.0,4,4,2,7.0,Relatively New,F68278536,flat,1819.0,0,0,0,0,0,0,128,"28.3966° N, 77.0341° E",28.3966,77.0341
signature global solera,0.36,sector 107,5980.0,2,2,1,7.0,Relatively New,C69403800,flat,598.0,0,0,0,0,1,0,49,"28.5052° N, 76.9729° E",28.5052,76.9729
chintels paradiso,1.97,sector 109,7490.0,4,4,2,11.0,Relatively New,T57249640,flat,2380.0,0,1,0,1,0,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
dlf the skycourt,1.54,sector 86,9222.0,3,3,3+,15.0,Relatively New,E69657538,flat,1780.0,0,1,0,0,0,0,174,"28.3986° N, 76.9384° E",28.3986,76.9384
supertech araville,0.78,sector 79,6023.0,2,2,3+,17.0,Relatively New,Q56812416,flat,1172.0,0,0,0,0,0,0,24,"28.3624° N, 76.9787° E",28.3624,76.9787
chd avenue,0.98,sector 71,6049.0,3,3,3,0.0,Moderately Old,A69435332,flat,1466.0,1,0,0,0,0,0,65,"28.4104° N, 77.0281° E",28.4104,77.0281
hsiidc sidco aravali,0.9,manesar,3478.0,3,3,3+,8.0,Moderately Old,T68198930,flat,1900.0,0,1,0,0,0,0,23,"28.3515° N, 76.9428° E",28.3515,76.9428
indiabulls centrum park,1.01,sector 103,8080.0,2,2,3,5.0,Relatively New,K69069814,flat,1338.0,0,0,1,0,0,1,165,"28.4949° N, 76.9845° E",28.4949,76.9845
tulip violet,1.95,sector 69,9701.0,4,4,2,0.0,Relatively New,Z69721338,flat,1819.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
godrej,1.47,sector 79,16261.0,2,2,3,9.0,New Property,Z69627792,flat,93.0,1,0,0,0,0,0,99,"28.3624° N, 76.9787° E",28.3624,76.9787
m3m merlin,3.0,sector 67,14656.0,3,3,3+,4.0,Relatively New,G69977302,flat,2047.0,0,0,1,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
dlf city plots phase 2,10.75,sector 25,29861.0,9,9,3+,3.0,Old Property,U69430128,house,3600.0,0,1,1,1,0,0,73,"28.4844° N, 77.0860° E",28.4844,77.086
m3m soulitude,1.28,sector 89,8828.0,3,3,2,4.0,Under Construction,Z69434718,flat,1611.0,1,0,0,0,0,0,114,"28.4253° N, 76.9439° E",28.4253,76.9439
orchid petals,2.51,sector 49,12179.0,3,3,3+,7.0,Old Property,H69607876,flat,2061.0,1,0,0,0,0,1,72,"28.4121° N, 77.0480° E",28.4121,77.048
signature global solera,0.28,sector 107,5680.0,2,2,2,11.0,Relatively New,U69413356,flat,543.0,0,0,0,0,0,0,29,"28.5052° N, 76.9729° E",28.5052,76.9729
spaze privy,3.1,sector 72,8486.0,5,5,3+,21.0,Relatively New,I69930432,house,3653.0,0,0,0,0,0,0,0,"28.4225° N, 77.0211° E",28.4225,77.0211
la vida by tata housing,3.35,sector 113,16750.0,3,4,3+,12.0,New Property,Y69770160,flat,2200.0,1,1,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
"ganpati apartment  2, laxman vihar phase 1",0.45,sector 4,4707.0,2,2,1,0.0,Relatively New,M68320118,flat,944.0,0,0,0,0,0,0,46,"28.4738° N, 77.0107° E",28.4738,77.0107
